source	COPEB	ELK1	GATA3	IRF4	JUN	MAF	MYB	NFATC3	NFKB1	RELA	STAT3	USF2
WIPF1	1	1	1	1	1	0	1	0	0	0	1	1
EIF4H	0	1	0	0	0	0	0	1	0	0	0	0
LAT2	0	0	0	0	0	0	0	1	0	0	0	0
CORO2A	0	0	0	1	0	0	0	0	0	0	0	0
WFS1	1	1	1	1	1	1	1	1	1	1	1	1
WHSC1	1	0	0	0	0	0	0	1	0	0	0	0
WHSC2	1	1	1	1	1	1	1	1	1	1	1	1
WNT6	0	0	0	0	0	0	0	0	0	1	0	0
WRB	0	0	0	0	0	1	0	0	0	0	0	0
WRN	1	1	1	1	1	1	1	1	1	1	1	1
XBP1	1	0	0	1	0	0	0	0	0	0	0	0
XPA	1	0	0	0	0	0	0	0	0	0	0	0
XPC	1	0	0	1	0	0	0	0	0	0	0	0
XPNPEP1	1	0	1	0	0	0	0	1	1	0	1	1
XPO1	0	0	1	0	1	0	1	1	0	0	0	0
XRCC1	0	0	0	0	0	0	1	0	0	0	0	1
XRCC3	1	0	0	1	0	0	0	1	0	0	0	0
XRCC4	0	0	0	0	0	0	1	0	0	0	0	0
XRCC5	1	0	0	1	0	0	1	1	1	1	1	0
YES1	1	0	1	1	0	0	1	0	1	0	0	0
YY1	1	0	1	1	0	0	0	1	1	0	0	0
YWHAB	1	0	0	0	1	0	0	0	0	0	0	0
YWHAE	0	0	0	0	0	0	0	0	1	1	0	0
YWHAG	0	0	0	1	0	0	0	1	0	0	0	0
YWHAH	0	0	0	0	0	1	0	1	0	0	0	0
YWHAZ	1	0	1	1	0	0	0	0	1	0	0	0
ZAP70	1	0	0	1	1	0	1	0	0	0	0	0
SF1	1	0	0	0	0	0	0	1	0	0	1	0
ZFP36	0	0	0	0	0	0	0	1	0	0	0	0
ZFP161	1	1	1	1	1	1	1	1	1	1	1	1
ZFPL1	0	0	0	0	0	0	0	0	0	0	1	0
ZFX	1	1	1	1	1	1	1	1	1	1	1	1
ZFY	1	1	1	1	1	1	1	1	1	1	1	1
ZNF2	0	0	0	0	0	0	0	1	0	0	0	1
ZNF3	0	0	0	1	0	0	0	0	0	0	0	0
ZNF7	1	1	1	1	1	1	1	1	1	1	1	1
ZNF8	0	0	0	0	0	0	1	1	0	0	0	1
CNBP	1	1	1	1	1	1	1	1	1	1	1	1
ZNF10	0	0	0	0	1	0	0	0	0	0	0	0
ZNF12	0	0	0	1	1	0	0	1	0	0	0	1
ZNF14	0	0	0	0	0	0	0	1	0	0	0	0
ZNF16	1	1	1	1	1	1	1	1	1	1	1	1
ZNF17	1	0	0	0	0	0	0	1	0	0	0	0
ZNF18	0	0	0	0	0	0	0	0	1	0	0	0
ZNF182	0	0	1	1	0	0	0	1	0	0	0	0
ZNF22	0	0	1	0	0	0	0	0	0	0	0	0
ZNF23	1	0	0	0	0	0	0	1	0	0	0	0
ZNF24	0	1	0	0	0	0	0	0	0	0	0	0
ZNF26	1	1	1	1	1	1	1	1	1	1	1	1
ZSCAN20	1	1	1	1	1	1	1	1	1	1	1	1
ZNF32	1	1	1	1	1	1	1	1	1	1	1	1
ZNF33A	1	1	0	0	0	0	0	0	0	0	0	0
ZKSCAN1	0	0	1	0	0	0	1	1	0	0	0	1
ZNF37A	0	0	0	0	1	0	0	0	0	0	0	0
ZSCAN21	1	1	1	1	1	1	1	1	1	1	1	1
ZNF41	1	1	1	1	1	1	1	1	1	1	1	1
MZF1	0	0	0	0	0	0	0	1	0	0	1	0
ZNF45	1	0	0	0	0	1	0	0	0	0	1	0
ZBTB25	1	0	1	0	0	0	0	0	0	0	0	0
ZNF56	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZNF74	0	0	0	0	0	0	0	1	1	0	0	0
ZNF75D	1	1	1	1	1	1	1	1	1	1	1	1
ZNF76	0	0	0	0	0	0	0	1	0	0	0	0
ZNF79	0	0	0	0	0	0	0	0	1	0	0	0
ZNF84	0	0	0	0	1	0	0	0	0	0	0	0
ZNF85	0	0	0	1	0	0	0	0	0	0	0	0
ZNF91	0	1	0	1	0	0	0	0	0	0	0	0
ZNF99	1	1	1	1	1	1	1	1	1	1	1	1
ZNF222	1	1	1	1	1	1	1	1	1	1	1	1
ZNF121	0	0	0	1	1	0	0	0	0	0	1	1
ZNF124	1	1	1	1	1	1	1	1	1	1	1	1
ZNF131	0	0	0	1	0	0	0	1	0	0	1	1
ZNF133	1	1	1	1	1	1	1	1	1	1	1	1
ZNF134	0	0	0	1	0	0	1	0	0	0	0	0
ZNF136	1	1	1	1	1	1	1	1	1	1	1	1
ZNF137	1	1	1	1	1	1	1	1	1	1	1	1
ZNF138	1	1	1	1	1	1	1	1	1	1	1	1
ZNF140	0	0	1	0	0	0	0	1	0	0	0	0
ZNF141	1	1	1	1	1	1	1	1	1	1	1	1
ZNF142	0	0	0	0	0	0	1	1	0	0	0	0
ZNF143	1	0	1	0	1	0	0	1	0	0	0	1
ZBTB16	1	0	1	0	1	0	1	1	0	1	1	1
ZNF146	1	1	1	1	1	1	1	1	1	1	1	1
TRIM25	0	0	0	0	0	0	0	1	0	0	0	0
ZNF148	1	0	0	0	1	0	1	1	0	0	0	1
ZBTB17	0	0	1	0	1	0	0	0	0	0	0	0
ZNF154	1	1	1	1	1	1	1	1	1	1	1	1
ZNF157	1	1	0	0	0	0	0	0	0	0	0	0
VEZF1	0	0	0	0	0	0	0	0	0	0	1	0
ZNF165	1	0	0	1	1	0	0	0	0	0	0	0
TRIM26	0	0	0	1	0	0	0	1	0	0	0	1
ZNF174	0	0	0	0	0	0	0	0	0	1	0	0
ZNF175	0	1	0	1	1	0	1	0	0	0	0	0
ZNF177	1	1	1	1	1	1	1	1	1	1	1	1
ZNF180	0	0	0	0	0	0	0	1	0	0	0	0
RNF113A	1	1	1	1	1	1	1	1	1	1	1	1
ZNF184	0	0	0	0	0	0	0	1	0	0	0	0
ZNF187	1	1	1	1	1	1	1	1	1	1	1	1
ZNF189	0	0	0	0	1	0	0	1	0	0	0	0
ZNF195	1	0	0	1	0	0	0	1	0	0	0	0
ZMYM2	1	1	0	1	1	0	1	1	1	0	0	1
ZNF200	1	1	1	1	1	1	1	1	1	1	1	1
ZNF202	1	0	0	0	0	0	0	0	0	0	0	0
ZNF205	1	0	0	0	0	0	0	1	0	0	0	0
ZNF207	1	0	1	0	0	0	0	1	0	0	0	0
ZNF213	1	0	0	0	0	0	0	1	0	1	0	0
ZFAND5	0	0	0	0	1	0	0	0	0	0	1	1
ZNF217	0	0	0	0	0	0	1	0	0	0	0	0
ZNF223	0	0	0	0	1	0	0	0	0	0	0	1
ZNF224	0	0	0	0	0	0	0	0	0	1	0	0
ZNF226	0	0	0	0	1	0	0	1	0	0	0	0
ZNF227	1	0	0	0	0	0	0	0	0	0	0	0
ZNF230	1	0	0	0	0	0	0	0	0	0	0	0
ZNF232	1	1	1	1	1	1	1	1	1	1	1	1
ZNF236	1	0	0	1	1	0	0	1	1	0	0	0
ZP3	0	0	0	0	0	0	1	0	0	0	0	1
MAP3K12	0	0	0	0	0	0	0	1	0	0	0	0
ZYX	0	0	0	0	1	0	0	0	0	1	0	1
PRDM2	0	0	1	1	0	0	0	1	1	0	1	0
PTP4A1	0	0	1	1	0	0	0	0	0	0	0	0
LRP8	1	0	0	0	1	0	1	1	0	0	1	0
LAPTM5	0	0	0	0	0	0	0	1	0	0	0	0
CSDE1	0	0	0	0	0	0	0	0	1	0	0	0
DAP3	1	1	1	1	1	1	1	1	1	1	1	1
BTG2	0	0	0	0	0	0	0	0	1	0	0	0
ALMS1	1	1	1	1	1	1	1	1	1	1	1	1
MOGS	1	1	1	1	1	1	1	1	1	1	1	1
RNF103	1	0	1	0	0	0	1	0	1	0	0	0
TUBA1A	1	0	0	1	0	0	1	1	0	0	0	0
CXCR4	1	1	0	0	0	0	0	0	0	0	0	0
BRPF1	0	0	1	0	0	0	0	1	0	0	0	0
IFRD2	1	1	1	1	1	1	1	1	1	1	1	1
MAPKAPK3	0	0	0	0	0	0	0	1	0	0	0	0
SEMA3B	1	1	1	1	1	1	1	1	1	1	1	1
SLMAP	1	0	1	0	0	0	0	1	0	0	0	0
MANF	1	0	0	0	0	0	0	1	0	0	0	0
USP7	0	1	1	0	1	0	0	1	0	0	0	1
RAB7A	1	0	1	0	0	0	0	1	1	1	0	0
SLBP	1	1	1	1	1	1	1	1	1	1	1	1
ST8SIA4	1	1	1	1	1	0	1	1	0	1	0	0
REEP5	0	0	1	0	0	0	0	0	0	0	0	1
DEK	1	0	1	0	0	0	0	0	0	0	0	0
ALDH5A1	1	1	1	1	1	1	1	1	1	1	1	1
BAT2	1	1	1	1	1	1	1	1	1	1	1	1
BAT3	1	1	1	1	1	1	1	1	1	1	1	1
BAT4	1	1	1	1	1	1	1	1	1	1	1	1
BAT1	1	1	1	1	1	1	1	1	1	1	1	1
BAT5	1	1	1	1	1	1	1	1	1	1	1	1
SLC39A7	0	0	1	0	0	0	0	1	0	0	0	0
HSD17B8	0	0	1	0	0	0	1	0	0	0	0	0
RDBP	1	1	1	1	1	1	1	1	1	1	1	1
LST1	1	1	1	1	1	1	1	1	1	1	1	1
TFEB	0	0	1	0	0	0	1	1	0	1	1	0
AIMP2	0	1	0	0	0	0	0	0	0	0	0	0
MAFK	0	1	0	0	0	0	0	0	0	0	0	0
MTERF	1	0	0	0	1	0	0	1	0	0	0	0
SHFM1	0	1	0	0	1	0	0	0	0	0	0	0
ST7	0	1	1	1	0	0	1	1	0	0	0	1
ARHGEF5	1	1	1	1	1	1	1	1	1	1	1	1
ZNF212	1	1	1	1	1	1	1	1	1	1	1	1
UBXN8	0	0	0	0	0	0	0	1	0	0	0	0
MYST3	1	1	1	1	1	1	1	1	1	1	1	1
NR4A3	1	0	0	1	0	0	0	1	0	0	0	1
BRD3	1	1	1	1	1	1	1	1	1	1	1	1
NUP214	0	0	0	0	0	0	1	1	1	0	1	0
STAM	1	0	1	1	0	0	1	1	0	0	1	1
MLLT10	1	0	1	0	1	0	0	1	0	0	0	1
CCDC6	1	0	0	0	1	0	1	1	0	0	0	1
NCOA4	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A16	0	0	0	0	0	0	0	1	0	0	0	0
SHOC2	1	0	0	0	0	0	0	0	0	0	0	1
RASSF7	0	0	0	0	1	0	0	0	0	0	0	0
PDHX	0	0	0	0	1	0	0	1	0	0	0	0
CUL5	1	0	0	0	0	0	0	0	1	0	0	0
PTP4A2	1	0	1	1	1	0	0	1	1	1	1	0
USP5	1	1	1	1	1	1	1	1	1	1	1	1
MLF2	0	0	0	0	1	0	0	1	0	0	0	0
MLL2	0	0	0	0	1	0	0	0	0	0	0	0
AAAS	1	1	1	1	1	1	1	1	1	1	1	1
FXR1	1	1	1	1	1	1	1	1	1	1	1	1
YEATS4	1	0	0	0	1	0	0	0	0	0	0	0
CDK2AP1	0	0	0	1	0	0	0	1	0	0	1	0
IFT88	1	1	1	1	1	1	1	1	1	1	1	1
PABPN1	1	1	1	1	1	1	1	1	1	1	1	1
GPR68	0	0	0	0	0	0	1	0	0	0	0	1
ANP32A	0	0	0	0	0	0	0	1	0	0	0	0
ST8SIA2	0	0	0	0	0	0	1	1	0	0	0	0
C16orf35	1	1	1	1	1	1	1	1	1	1	1	1
GAN	1	1	1	1	1	1	1	1	1	1	1	1
SLC7A5	0	0	0	0	0	0	0	1	0	0	0	0
TAF15	0	0	0	0	0	0	0	0	1	1	0	0
COIL	1	0	0	0	0	0	0	0	0	0	0	0
AKAP1	0	0	1	0	0	0	0	0	1	0	0	0
MADCAM1	1	1	1	1	1	1	1	1	1	1	1	1
SF3A2	1	1	1	1	1	1	1	1	1	1	1	1
ELL	0	0	0	0	0	0	0	1	0	0	0	1
ZNF239	0	0	0	0	0	0	0	1	0	0	0	0
SYMPK	1	1	1	1	1	1	1	1	1	1	1	1
CLPP	1	1	1	1	1	1	1	1	1	1	1	1
MKKS	1	1	1	1	1	1	1	1	1	1	1	1
NCOA3	1	0	1	1	0	0	1	1	0	0	0	0
NRIP1	0	0	1	1	1	0	0	0	0	0	0	0
CHAF1B	0	0	0	0	0	0	0	1	0	0	0	1
C21orf33	0	0	1	0	0	0	0	1	0	1	0	1
DGCR6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LZTR1	0	0	0	0	0	0	0	1	0	0	0	0
DGCR14	1	0	0	0	0	0	0	1	0	0	0	0
GTPBP6	1	1	1	1	1	1	1	1	1	1	1	1
HDHD1A	1	1	1	1	1	1	1	1	1	1	1	1
SFRS17A	1	1	1	1	1	1	1	1	1	1	1	1
PNPLA4	0	0	1	0	0	0	0	1	0	0	1	0
ZRSR2	1	1	1	1	1	1	1	1	1	1	1	1
USP11	0	0	1	0	0	0	0	0	0	0	0	1
USP9X	1	0	0	0	0	0	1	1	0	0	0	0
RBM10	1	1	1	1	1	1	1	1	1	1	1	1
KDM5C	0	0	0	0	0	0	0	0	0	1	0	0
SMC1A	0	0	0	0	0	1	0	0	0	0	0	0
ARD1A	1	1	1	1	1	1	1	1	1	1	1	1
F8A1	1	1	1	1	1	1	1	1	1	1	1	1
UBL4A	1	1	1	1	1	1	1	1	1	1	1	1
TMEM187	1	0	0	0	0	0	0	0	0	0	0	0
LAGE3	1	1	1	1	1	1	1	1	1	1	1	1
SLC10A3	0	0	0	0	0	0	0	0	0	0	1	0
TKTL1	1	0	1	0	0	0	1	1	0	0	0	0
ARID1A	1	0	1	0	0	0	1	1	1	0	1	1
HIST3H3	0	0	0	0	1	0	0	0	0	0	0	0
SERF1A	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H4I	0	0	0	0	0	0	0	0	1	1	1	0
TRRAP	0	0	0	0	0	0	0	1	0	0	0	0
PICALM	1	0	1	0	0	0	0	0	0	0	0	0
SNN	0	0	0	1	1	0	0	1	0	0	0	0
ACOX3	0	0	0	1	0	0	0	1	0	0	0	0
AXIN1	0	0	0	0	1	1	1	1	0	0	0	1
AXIN2	0	0	0	0	0	0	0	1	0	0	1	1
BAP1	0	0	0	0	0	1	0	1	0	0	0	0
BRAP	1	1	1	1	1	1	1	1	1	1	1	1
CDC7	1	1	1	0	0	1	0	1	0	0	1	1
CDC45L	1	1	1	1	1	1	1	1	1	1	1	1
FZD9	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H2AK	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H2AJ	0	0	1	0	1	0	0	0	0	0	0	0
HIST1H2AC	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H2AB	1	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AM	1	1	1	1	1	1	1	1	1	1	1	1
HIST2H2AC	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H2BG	1	0	0	0	0	0	1	0	1	1	1	0
HIST1H2BL	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H2BN	0	0	0	0	0	0	1	0	0	0	0	0
HIST1H2BM	0	0	1	0	1	0	0	0	0	0	0	0
HIST1H2BF	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H2BE	1	0	0	0	0	0	0	0	0	1	0	0
HIST1H2BH	0	0	0	0	0	0	0	1	0	0	0	0
HIST1H2BI	1	0	0	0	0	0	0	0	0	0	0	1
HIST1H2BC	0	1	0	0	0	0	0	0	0	0	0	0
HIST2H2BE	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H3A	0	0	0	0	0	0	1	0	0	0	0	0
HIST1H3D	1	0	0	0	0	0	0	0	0	0	0	1
HIST1H3C	0	0	0	1	0	0	0	0	0	0	0	0
HIST1H3E	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H3I	0	1	0	0	0	0	0	0	0	0	0	0
HIST1H3G	0	0	0	0	0	0	0	1	0	0	0	0
HIST1H3J	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H3H	1	0	0	1	0	0	0	1	0	1	0	0
HIST1H3B	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H4D	0	0	0	1	0	0	0	0	0	0	0	0
HIST1H4F	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H4K	0	0	0	1	0	0	0	0	0	0	0	0
HIST1H4J	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H4C	0	0	0	0	0	0	1	0	0	0	0	0
HIST1H4H	1	1	0	0	0	0	0	1	0	1	1	1
HIST1H4B	0	0	0	0	0	1	0	0	0	0	0	0
HIST1H4E	1	0	0	0	0	0	0	0	1	1	1	0
HIST1H4L	1	1	1	1	1	1	1	1	1	1	1	1
HYAL3	1	1	1	1	1	1	1	1	1	1	1	1
MAD1L1	1	0	0	0	0	0	1	1	0	1	0	1
PIP5K1A	0	1	0	0	0	0	0	0	0	0	0	0
PIP4K2B	1	0	0	0	0	0	0	0	0	0	0	1
PLA2G6	1	0	0	0	0	0	0	1	0	1	0	0
SLC25A11	1	1	1	1	1	1	1	1	1	1	1	1
SPOP	0	0	1	1	0	0	1	1	0	0	0	0
TAGLN2	1	0	0	0	0	0	0	1	0	0	0	0
ULK1	0	0	0	0	0	0	1	1	0	0	0	0
UXT	1	1	1	1	1	1	1	1	1	1	1	1
EEA1	1	0	0	0	1	0	1	1	1	0	0	0
CMAH	1	1	1	1	1	1	1	1	1	1	1	1
LTBP4	1	0	0	0	0	0	0	1	1	0	0	0
STK24	1	0	0	0	0	0	1	1	0	0	0	1
UTF1	1	1	1	1	1	1	1	1	1	1	1	1
RECK	1	0	0	1	1	0	0	1	0	1	0	0
RASAL1	1	1	1	1	1	1	1	1	1	1	1	1
NSMAF	1	0	1	0	1	0	0	0	1	1	0	0
NCK2	1	1	1	1	1	0	1	1	0	0	0	1
GNPAT	1	0	0	0	0	0	0	1	0	0	0	0
DYRK2	1	0	0	1	0	0	0	0	0	0	0	0
DUSP11	0	1	0	0	0	0	0	0	0	0	0	0
DHX16	1	1	1	1	1	1	1	1	1	1	1	1
CUL4B	1	1	1	1	1	1	1	1	1	1	1	1
CUL4A	0	0	0	0	0	0	0	0	1	0	0	0
CUL3	0	0	1	0	0	0	1	0	0	0	0	1
CUL2	1	0	0	0	0	0	0	1	0	0	0	0
CUL1	1	0	1	1	1	0	0	0	1	1	0	0
ATRN	1	1	1	1	1	1	1	1	1	1	1	1
TTF2	0	0	1	1	0	0	0	0	1	0	0	0
TPST2	0	0	1	0	0	0	1	1	0	0	0	1
TPST1	0	0	0	0	0	0	0	0	1	0	0	0
KLF11	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA5	0	0	0	0	0	0	0	1	0	0	0	0
OGT	1	1	1	1	1	1	1	1	1	1	1	1
GPR65	0	1	0	1	1	0	0	0	0	0	0	0
HIRIP3	0	0	0	0	0	0	1	0	0	0	0	0
RAE1	0	0	0	0	0	0	0	1	0	0	0	0
OFD1	0	0	1	0	0	0	0	0	0	0	0	1
GALR3	1	0	0	0	0	0	0	1	0	0	0	0
SIP1	1	1	1	1	1	1	1	1	1	1	1	1
MAP4K3	1	0	0	1	0	0	1	0	0	0	0	1
PPM1D	0	0	0	0	1	0	0	0	0	0	0	0
PPFIBP2	0	0	0	0	1	0	1	1	0	0	0	0
RANBP3	0	0	1	0	1	1	0	0	1	1	0	0
PPFIA1	0	0	1	0	0	0	0	1	0	0	0	0
SLC43A1	0	0	0	0	0	0	0	1	0	0	0	0
PEX3	0	0	0	0	0	0	0	0	0	1	0	0
CNTNAP1	1	1	1	1	1	1	1	1	1	1	1	1
ENC1	0	0	1	0	0	0	0	0	1	0	0	1
NIPSNAP1	1	0	1	0	0	0	0	1	0	0	0	0
NDST2	1	1	1	1	1	1	1	1	1	1	1	1
MMP23B	1	1	1	1	1	1	1	1	1	1	1	1
KCNAB2	1	0	0	0	0	1	1	1	0	1	0	1
IKBKG	1	1	1	1	1	1	1	1	1	1	1	1
IKBKAP	0	0	0	1	0	0	0	0	0	1	0	0
IFITM1	0	0	1	1	0	0	0	0	0	0	1	0
HAT1	1	0	0	0	0	0	0	0	1	0	0	1
DGKZ	0	0	0	0	0	0	0	1	1	1	1	1
DGKE	1	1	1	1	1	1	1	1	1	1	1	1
DGKD	1	0	0	0	1	0	1	1	0	0	0	0
CYP4F2	0	0	0	1	0	0	1	0	1	0	0	0
CST7	1	0	0	0	0	0	0	1	0	1	0	0
CSDA	1	1	1	1	1	1	1	1	1	1	1	1
COPS3	1	1	1	1	1	1	1	1	1	1	1	1
CBX4	1	0	1	0	0	0	0	1	0	0	0	1
API5	1	1	0	0	0	0	0	1	0	0	0	0
AGPS	1	0	0	0	0	0	1	0	0	0	0	0
APOL1	0	0	0	0	0	0	0	0	1	0	0	0
LMO4	1	0	0	1	0	0	0	1	0	0	0	1
CGGBP1	1	0	0	1	0	0	1	0	0	0	0	1
AP3B1	1	0	0	1	1	0	0	1	1	0	0	0
BLZF1	1	1	1	1	1	1	1	1	1	1	1	1
MAPKAPK5	0	0	0	0	0	0	1	1	0	0	0	0
INE1	1	1	1	1	1	1	1	1	1	1	1	1
BHLHE40	1	0	0	1	0	0	0	0	0	0	0	0
PIAS1	1	1	0	0	0	0	0	1	0	0	0	0
CDC14B	0	0	0	0	0	0	0	1	0	0	0	0
TCAP	1	1	1	1	1	1	1	1	1	1	1	1
CDK10	1	1	1	1	1	1	1	1	1	1	1	1
PRPF18	1	1	1	1	1	1	1	1	1	1	1	1
DEGS1	1	0	0	1	0	0	0	1	1	0	0	0
DENR	0	0	0	0	0	0	0	1	0	0	0	0
THOC5	0	0	0	0	0	0	0	1	0	0	0	0
YARS	1	1	1	1	0	0	0	0	0	0	0	1
PDXK	0	0	0	0	0	0	0	0	0	0	0	1
MADD	1	0	0	0	0	0	0	1	0	0	0	0
RRP1	0	1	0	0	0	0	0	0	0	0	0	0
MKNK1	0	0	0	0	1	0	0	0	0	0	0	0
KHSRP	0	0	0	0	0	0	0	1	0	0	0	0
PDLIM4	1	1	1	1	1	1	1	1	1	1	1	1
CASK	1	0	1	0	1	0	0	1	1	1	0	1
AKR7A2	1	1	1	1	1	1	1	1	1	1	1	1
PRKRA	1	1	1	1	1	1	1	1	1	1	1	1
STK16	0	0	0	0	0	0	0	1	1	0	1	0
SCARF1	1	1	1	1	1	1	1	1	1	1	1	1
NOP14	0	0	0	0	0	0	0	1	0	1	0	0
FAM193A	1	1	0	0	0	0	0	1	0	0	0	0
SLC25A12	0	0	0	0	0	0	1	0	0	0	0	0
PLA2G4C	0	0	0	1	0	0	0	0	0	0	0	0
RUVBL1	1	0	1	0	1	0	0	0	0	0	0	0
KLF7	1	0	1	1	1	0	0	1	0	0	0	1
PPAP2A	1	1	1	1	0	0	0	1	0	0	0	0
USO1	1	1	1	1	1	1	1	1	1	1	1	1
NPFF	1	1	1	1	1	1	1	1	1	1	1	1
CDC2L5	1	1	1	1	1	1	1	1	1	1	1	1
ASMTL	1	1	1	1	1	1	1	1	1	1	1	1
PSMG1	1	1	0	1	0	0	0	1	0	0	0	1
RFXANK	1	1	1	1	1	1	1	1	1	1	1	1
JRK	1	1	1	1	1	1	1	1	1	1	1	1
SKAP1	1	1	1	1	1	0	1	0	0	0	0	1
RTCD1	1	1	1	1	1	1	1	1	1	1	1	1
RNASET2	1	1	0	0	1	0	0	1	0	0	0	0
SSNA1	1	1	1	1	1	1	1	1	1	1	1	1
OASL	0	0	0	1	0	0	0	0	0	0	0	0
KCNK5	0	1	0	0	1	0	1	1	0	0	1	1
CHRD	1	0	0	0	0	0	0	1	0	0	0	0
NCOA1	1	0	0	1	0	0	0	1	0	0	0	0
MAPKSP1	1	1	1	1	1	1	1	1	1	1	1	1
NUMB	1	0	1	1	0	0	0	0	0	0	0	0
SOCS1	1	0	0	0	1	0	0	1	0	0	0	1
DYNLL1	0	0	0	0	0	0	0	1	0	0	0	0
TNKS	0	0	0	1	0	0	0	0	0	0	0	0
ALDH4A1	1	1	1	1	1	1	1	1	1	1	1	1
IRS2	0	0	0	1	0	0	0	0	1	0	0	0
EIF3A	1	1	1	1	1	1	1	1	1	1	1	1
EIF3B	1	0	1	0	0	0	0	0	0	0	0	0
EIF3C	1	1	1	1	1	1	1	1	1	1	1	1
EIF3D	1	0	1	0	0	0	0	0	0	0	0	1
EIF3F	1	0	0	0	0	0	0	0	0	0	0	0
EIF3G	1	1	1	1	1	1	1	1	1	1	1	1
EIF3H	0	0	1	0	1	0	0	0	0	0	0	0
EIF3I	1	1	1	1	1	1	1	1	1	1	1	1
EIF3J	1	1	0	0	0	0	0	0	0	0	0	0
EIF4G3	0	0	1	1	1	0	0	1	0	1	0	0
VAMP8	0	0	0	0	0	0	1	0	0	0	0	0
VAMP4	0	0	0	0	0	0	1	0	0	0	0	1
STX16	0	0	0	0	0	0	0	1	0	0	1	0
STX11	1	0	1	0	0	0	1	0	0	0	0	1
STX10	0	0	0	0	0	0	0	1	0	0	0	0
BECN1	1	1	1	1	1	1	1	1	1	1	1	1
JMJD7-PLA2G4B	1	0	0	0	1	0	0	0	0	0	0	0
PEA15	1	1	1	1	1	1	1	1	1	1	1	1
SFRS9	1	1	1	1	1	1	1	1	1	1	1	1
JRKL	1	1	0	1	0	0	0	1	0	0	0	1
HYAL2	1	1	1	1	1	1	1	1	1	1	1	1
DGAT1	0	0	0	0	0	0	0	1	0	0	0	0
CDC23	0	0	0	0	0	0	0	0	0	1	0	0
S1PR4	0	0	1	0	0	0	0	1	0	0	0	0
DNAH11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B4GALT4	0	0	1	1	1	0	1	0	1	0	0	0
B4GALT3	1	0	0	0	1	0	0	1	0	1	0	1
B3GALT4	1	1	1	1	1	1	1	1	1	1	1	1
B3GALNT1	0	0	0	0	0	0	0	0	0	0	1	0
TRADD	0	0	0	0	0	0	0	1	1	0	0	0
TNFRSF25	1	1	1	1	1	1	1	1	1	1	1	1
MBTPS1	1	0	0	0	1	0	0	0	0	0	0	1
EDF1	0	0	0	0	0	0	0	1	0	0	0	0
CTSF	0	0	0	0	0	0	1	0	0	0	0	1
SNX4	1	0	0	0	0	0	0	0	0	0	0	1
SNX3	0	0	0	0	0	0	1	1	0	0	0	0
C19orf2	1	1	1	1	1	1	1	1	1	1	1	1
EED	1	0	0	0	0	1	0	0	1	0	0	1
CTNNAL1	1	0	0	1	0	0	0	0	0	0	0	0
ADAM19	1	0	0	0	0	0	0	0	0	0	0	0
GBF1	1	1	1	1	1	1	1	1	1	1	1	1
RNMT	0	0	0	0	0	0	0	1	0	0	0	0
RNGTT	1	1	0	1	0	0	0	0	1	1	1	0
GPAA1	1	1	1	1	1	1	1	1	1	1	1	1
MYOM1	1	1	1	1	1	0	0	1	0	0	0	0
RIPK1	0	1	1	0	1	0	0	1	0	0	0	0
CRADD	0	0	1	0	0	0	1	1	0	1	0	1
HRK	1	0	0	0	0	0	0	0	1	0	0	0
TNFSF14	0	0	0	1	0	0	0	0	0	0	0	0
TNFSF12	1	1	1	1	1	1	1	1	1	1	1	1
TNFSF10	0	0	0	0	0	0	0	0	0	0	0	1
CDS2	0	0	0	0	0	0	0	1	0	0	0	0
PABPC4	1	0	0	0	0	0	0	0	0	0	0	0
CD164	1	0	0	0	1	0	0	1	0	0	0	1
TNFRSF14	1	1	1	1	1	1	1	1	1	1	1	1
RAB11A	1	1	1	1	1	0	0	1	0	0	1	0
RIPK2	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF6B	1	1	1	1	1	1	1	1	1	1	1	1
FADD	1	1	1	1	1	1	1	1	1	1	1	1
SNAP23	0	0	0	1	0	0	0	0	0	0	0	0
NAPG	0	0	0	0	0	0	0	1	0	0	0	0
NAPA	0	0	0	0	0	0	0	0	1	0	0	0
MTMR1	0	0	0	0	0	0	0	1	0	0	0	1
